match_id,player_id,team_id,minutes_played,goals,assists,yellow_cards,red_cards,rating
M0011,VIN,SPF,15,1,0,1,0,6.9
M0011,NEY,SPF,66,0,0,1,0,7.0
M0011,ROD,SPF,88,0,0,0,0,8.3
M0011,RAF,CRU,21,0,2,0,0,5.5
M0011,ANT,CRU,33,0,0,0,0,8.4
M0011,RIC,CRU,39,0,0,0,0,8.0
M0012,GAB,CAM,73,0,0,0,0,5.7
M0012,LUC,CAM,50,0,0,0,0,6.1
M0012,BRU,CAM,89,0,0,0,0,8.3
M0012,RIC,CRU,70,0,1,0,0,6.7
M0012,ANT,CRU,51,1,0,0,0,5.5
M0012,RAF,CRU,53,0,0,0,0,7.3
M0013,LUC,CAM,43,0,0,0,0,7.2
M0013,BRU,CAM,8,1,0,0,0,7.6
M0013,GAB,CAM,13,0,0,0,0,6.2
M0013,GAR,FLA,57,0,0,0,0,7.8
M0013,PEL,FLA,6,0,0,0,0,9.8
M0013,ZIC,FLA,73,0,0,0,0,9.2
M0014,BRU,CAM,80,0,0,0,0,8.0
M0014,GAB,CAM,7,0,0,0,0,5.9
M0014,LUC,CAM,28,0,0,0,0,9.5
M0014,BEB,SAN,22,0,0,0,0,6.2
M0014,SOC,SAN,3,0,0,0,0,7.2
M0014,KAK,SAN,23,0,0,0,0,7.9
M0015,NAC,BAH,22,0,0,0,0,8.4
M0015,LUC,CAM,26,1,0,1,0,8.3
M0015,GAB,CAM,29,0,0,0,0,9.7
M0015,BRU,CAM,83,0,0,0,0,8.4
M0016,CAF,PAL,27,0,0,0,0,6.7
M0016,RIV,PAL,57,0,0,0,0,6.4
M0016,RCA,PAL,38,0,0,0,0,9.6
M0016,ZIC,FLA,49,0,2,0,0,6.5
M0016,PEL,FLA,61,0,0,1,0,7.6
M0016,GAR,FLA,86,1,0,0,0,9.0
M0017,FRE,VAS,15,0,0,0,0,6.5
M0017,DAN,VAS,43,0,0,0,0,6.3
M0017,FAB,VAS,33,0,0,1,0,7.7
M0018,GAR,FLA,49,0,0,0,0,6.9
M0018,ZIC,FLA,62,0,2,0,0,5.7
M0018,PEL,FLA,81,0,0,1,0,6.1
M0019,RON,COR,63,0,0,0,0,7.5
M0019,RDG,COR,76,0,0,0,0,5.6
M0019,ROM,COR,58,0,0,0,0,7.7
M0020,CAS,GRE,70,0,0,0,0,6.0
M0020,EDE,GRE,85,0,0,0,0,9.4
M0020,ALI,GRE,27,0,0,0,0,8.7
M0021,ARR,BOT,69,0,1,0,0,9.7
M0021,HUL,BOT,29,0,0,0,0,6.6
M0021,GAB1,BOT,63,0,0,0,0,5.7
M0022,GAB,CAM,52,2,0,0,0,5.5
M0022,LUC,CAM,80,0,0,0,0,9.8
M0022,BRU,CAM,9,0,0,0,0,9.1
M0022,ANT,CRU,81,0,0,0,0,10.0
M0022,RAF,CRU,1,0,0,0,0,7.6
M0022,RIC,CRU,56,0,0,0,0,5.7
M0023,DUD,FLU,11,1,0,0,0,9.9
M0023,VEI,FLU,9,0,0,0,0,9.7
M0023,RON2,FLU,12,0,0,0,0,8.8
M0024,GAB1,BOT,51,0,0,0,0,7.9
M0024,HUL,BOT,19,0,0,0,0,5.7
M0024,ARR,BOT,6,0,0,0,0,6.8
M0024,CAS,GRE,9,0,1,0,0,9.8
M0024,EDE,GRE,90,0,0,0,0,6.3
M0024,ALI,GRE,73,0,0,0,0,7.8
M0025,LUC,CAM,47,0,0,0,0,8.6
M0025,GAB,CAM,5,1,0,0,0,7.7
M0025,BRU,CAM,69,0,2,0,0,8.5
M0026,TSI,INT,49,0,2,0,0,8.4
M0026,MIL,INT,80,0,0,0,0,5.7
M0026,MAR,INT,81,0,0,0,0,9.2
M0027,ANT,CRU,36,0,0,0,0,6.2
M0027,RAF,CRU,16,0,2,1,0,9.8
M0027,RIC,CRU,12,2,0,0,0,5.7
M0028,RAF,CRU,53,0,0,0,0,8.8
M0028,RIC,CRU,79,0,0,0,0,8.4
M0028,ANT,CRU,5,0,0,0,0,7.2
M0028,ZIC,FLA,30,0,0,0,0,10.0
M0028,GAR,FLA,8,0,0,0,0,6.6
M0028,PEL,FLA,24,0,0,0,0,7.7
M0029,NAC,BAH,76,0,0,0,0,6.3
M0029,NEY,SPF,24,1,2,0,0,8.3
M0029,VIN,SPF,66,0,0,0,0,8.5
M0029,ROD,SPF,47,0,0,0,0,7.8
M0030,RCA,PAL,59,0,0,0,0,6.5
M0030,RIV,PAL,66,0,0,0,0,8.9
M0030,CAF,PAL,38,0,0,0,0,10.0
M0030,MIL,INT,15,0,0,0,0,8.5
M0030,MAR,INT,63,0,0,0,0,7.0
M0030,TSI,INT,69,0,0,0,0,9.4
M0031,KAK,SAN,7,0,0,0,0,8.2
M0031,BEB,SAN,70,0,0,0,0,8.5
M0031,SOC,SAN,44,0,0,0,1,9.6
M0032,GAR,FLA,43,2,0,0,0,9.5
M0032,ZIC,FLA,46,0,0,0,0,8.0
M0032,PEL,FLA,4,1,0,0,0,9.2
M0032,VIN,SPF,89,0,0,0,0,8.8
M0032,NEY,SPF,7,0,0,0,0,8.1
M0032,ROD,SPF,76,0,0,0,0,5.8
M0033,FRE,VAS,78,1,0,0,0,6.9
M0033,DAN,VAS,11,0,0,0,0,9.2
M0033,FAB,VAS,60,0,0,0,0,7.5
M0033,NEY,SPF,90,0,0,0,0,9.3
M0033,ROD,SPF,43,0,1,0,0,8.7
M0033,VIN,SPF,29,0,0,0,0,6.5
M0034,LUC,CAM,49,0,0,0,0,7.6
M0034,GAB,CAM,51,0,0,0,0,9.6
M0034,BRU,CAM,19,0,0,0,0,7.5
M0035,CAL,ATH,20,0,0,1,1,6.0
M0035,PED,ATH,69,2,0,0,1,8.8
M0035,EVE,ATH,17,0,0,0,0,6.7
M0036,NAC,BAH,51,2,0,0,0,8.6
M0036,TSI,INT,46,0,0,1,0,6.4
M0036,MIL,INT,44,0,0,0,0,8.9
M0036,MAR,INT,51,0,0,0,0,8.8
M0037,ALI,GRE,62,1,0,1,0,9.5
M0037,CAS,GRE,32,0,1,0,0,9.8
M0037,EDE,GRE,83,0,0,1,0,7.0
M0038,GAB,CAM,60,1,0,0,0,9.9
M0038,LUC,CAM,55,0,0,0,0,6.9
M0038,BRU,CAM,50,0,0,0,0,9.2
M0039,FRE,VAS,25,0,0,0,0,9.2
M0039,DAN,VAS,40,0,0,0,0,6.3
M0039,FAB,VAS,83,1,0,0,0,10.0
M0040,ANT,CRU,18,1,0,0,0,6.9
M0040,RAF,CRU,88,2,0,0,0,7.1
M0040,RIC,CRU,61,0,0,0,0,8.2
M0041,DUD,FLU,43,0,0,1,1,9.0
M0041,VEI,FLU,65,1,0,0,1,9.5
M0041,RON2,FLU,40,0,0,0,0,8.5
M0041,RIC,CRU,1,0,0,0,0,6.3
M0041,RAF,CRU,25,0,0,0,0,6.9
M0041,ANT,CRU,89,2,2,0,0,10.0
M0043,CAL,ATH,88,0,0,0,0,9.6
M0043,PED,ATH,21,0,0,0,0,5.8
M0043,EVE,ATH,57,0,0,0,0,7.3
M0043,GAR,FLA,13,0,0,0,0,8.6
M0043,ZIC,FLA,20,0,0,0,0,6.4
M0043,PEL,FLA,32,0,0,0,0,7.0
M0044,ZIC,FLA,75,0,0,0,1,7.2
M0044,PEL,FLA,30,1,0,0,0,6.7
M0044,GAR,FLA,52,0,0,0,0,7.3
M0045,EDE,GRE,9,0,0,1,0,9.2
M0045,ALI,GRE,86,0,0,0,0,6.0
M0045,CAS,GRE,31,0,0,1,0,6.0
M0045,LUC,CAM,83,1,0,0,0,6.3
M0045,GAB,CAM,84,0,0,0,0,9.0
M0045,BRU,CAM,77,0,0,1,0,7.6
M0046,SOC,SAN,72,0,0,0,0,8.8
M0046,KAK,SAN,57,0,1,0,0,9.7
M0046,BEB,SAN,56,0,0,0,0,6.9
M0046,ANT,CRU,54,0,2,0,0,7.5
M0046,RAF,CRU,75,1,1,0,0,6.3
M0046,RIC,CRU,32,0,0,0,0,6.0
M0047,HUL,BOT,5,0,0,1,0,8.7
M0047,ARR,BOT,35,1,0,0,0,5.9
M0047,GAB1,BOT,1,0,0,0,0,7.6
M0047,NEY,SPF,50,0,0,0,0,8.4
M0047,VIN,SPF,79,0,0,0,0,7.5
M0047,ROD,SPF,46,0,0,0,0,8.7
M0048,NEY,SPF,67,0,0,0,0,9.2
M0048,ROD,SPF,22,0,0,0,0,10.0
M0048,VIN,SPF,67,0,0,0,0,8.6
M0049,VEI,FLU,34,0,0,0,0,8.3
M0049,RON2,FLU,38,0,0,0,0,8.9
M0049,DUD,FLU,87,0,0,0,0,8.0
M0049,RDG,COR,3,0,0,0,0,7.5
M0049,RON,COR,7,0,0,0,0,8.8
M0049,ROM,COR,66,0,0,0,0,6.0
M0050,CAL,ATH,42,0,1,0,0,7.7
M0050,PED,ATH,60,0,0,0,0,6.9
M0050,EVE,ATH,54,0,0,0,0,5.7
M0051,FAB,VAS,37,0,0,0,0,10.0
M0051,DAN,VAS,44,0,0,0,0,8.0
M0051,FRE,VAS,56,0,0,0,1,7.8
M0052,GAB1,BOT,41,0,0,0,0,6.4
M0052,HUL,BOT,60,2,0,0,0,8.7
M0052,ARR,BOT,68,0,0,0,0,8.6
M0052,GAR,FLA,67,0,0,0,0,9.2
M0052,ZIC,FLA,42,0,0,0,0,7.5
M0052,PEL,FLA,43,0,0,0,0,5.8
M0053,NEY,SPF,30,0,0,0,0,6.1
M0053,ROD,SPF,34,0,0,0,0,9.9
M0053,VIN,SPF,75,0,2,0,0,8.5
M0053,RCA,PAL,60,0,2,0,0,7.7
M0053,CAF,PAL,53,1,0,0,0,8.5
M0053,RIV,PAL,58,0,0,0,0,6.1
M0054,EDE,GRE,52,0,0,1,0,5.9
M0054,CAS,GRE,47,0,0,0,0,7.5
M0054,ALI,GRE,36,0,0,0,0,6.7
M0054,NAC,BAH,43,0,0,0,0,6.4
M0055,VEI,FLU,62,0,0,0,0,9.8
M0055,RON2,FLU,40,0,0,0,0,6.3
M0055,DUD,FLU,20,0,0,0,0,8.0
M0055,HUL,BOT,40,0,0,0,0,7.8
M0055,ARR,BOT,74,0,0,0,0,9.0
M0055,GAB1,BOT,69,0,0,0,0,8.5
M0056,ROD,SPF,46,0,0,0,0,7.6
M0056,NEY,SPF,82,0,0,0,0,9.4
M0056,VIN,SPF,76,0,0,0,0,9.4
M0057,NAC,BAH,32,0,0,0,0,6.3
M0057,RIC,CRU,77,0,2,0,0,8.5
M0057,ANT,CRU,25,2,0,0,0,7.1
M0057,RAF,CRU,46,0,0,0,0,6.0
M0058,DAN,VAS,9,0,2,0,0,8.0
M0058,FAB,VAS,71,2,0,0,0,8.1
M0058,FRE,VAS,70,2,0,0,0,8.3
M0059,SOC,SAN,53,0,0,0,0,9.7
M0059,BEB,SAN,7,1,0,0,0,9.3
M0059,KAK,SAN,49,0,0,0,0,9.9
M0059,DUD,FLU,35,0,0,0,0,7.6
M0059,VEI,FLU,82,1,0,0,0,8.5
M0059,RON2,FLU,79,2,0,0,0,8.2
M0060,RCA,PAL,11,0,0,0,0,9.6
M0060,RIV,PAL,76,0,0,0,0,7.9
M0060,CAF,PAL,14,0,0,0,0,9.1
M0061,LUC,CAM,39,0,0,0,0,8.5
M0061,BRU,CAM,66,1,0,0,0,7.2
M0061,GAB,CAM,68,0,0,0,0,9.0
M0061,RON2,FLU,70,1,0,0,0,6.7
M0061,VEI,FLU,78,1,0,0,0,6.7
M0061,DUD,FLU,69,0,2,0,0,8.0
M0062,MAR,INT,39,0,0,1,0,7.4
M0062,MIL,INT,70,0,0,0,0,8.8
M0062,TSI,INT,51,0,0,0,0,8.6
M0063,VIN,SPF,60,1,0,0,0,5.9
M0063,NEY,SPF,28,0,0,0,0,8.9
M0063,ROD,SPF,62,0,0,0,0,6.1
M0063,CAL,ATH,2,0,0,1,0,8.7
M0063,EVE,ATH,31,0,0,0,0,9.5
M0063,PED,ATH,49,0,1,0,0,6.6
M0064,BEB,SAN,51,0,0,0,0,6.7
M0064,SOC,SAN,62,0,0,0,0,5.7
M0064,KAK,SAN,8,0,0,0,0,8.9
M0064,ROM,COR,82,0,0,0,0,7.2
M0064,RDG,COR,11,0,0,1,0,7.6
M0064,RON,COR,37,0,0,0,0,9.7
M0065,BEB,SAN,82,0,0,0,0,8.5
M0065,KAK,SAN,66,0,2,0,0,9.1
M0065,SOC,SAN,86,0,0,0,0,7.4
M0066,PED,ATH,13,0,0,0,0,6.9
M0066,CAL,ATH,9,0,2,0,0,6.3
M0066,EVE,ATH,53,0,0,0,0,5.6
M0067,RON,COR,71,2,0,0,0,7.7
M0067,RDG,COR,62,0,0,0,0,7.2
M0067,ROM,COR,2,0,0,0,0,6.3
M0068,PED,ATH,50,0,0,0,0,7.3
M0068,CAL,ATH,82,2,0,0,0,8.5
M0068,EVE,ATH,88,0,0,0,0,7.9
M0071,RIC,CRU,4,0,1,0,0,8.2
M0071,ANT,CRU,86,0,0,0,0,8.8
M0071,RAF,CRU,62,0,0,0,0,7.9
M0072,CAF,PAL,65,0,0,0,0,8.0
M0072,RCA,PAL,33,0,0,0,0,6.3
M0072,RIV,PAL,85,0,0,0,0,8.5
M0073,CAS,GRE,2,0,0,0,0,7.6
M0073,ALI,GRE,34,0,0,0,0,9.4
M0073,EDE,GRE,10,0,0,0,0,6.7
M0074,VIN,SPF,68,1,0,0,0,6.6
M0074,ROD,SPF,6,0,0,0,0,9.8
M0074,NEY,SPF,10,0,0,0,0,9.7
M0075,BRU,CAM,61,0,1,1,0,7.1
M0075,GAB,CAM,29,0,0,0,0,9.8
M0075,LUC,CAM,59,2,0,0,0,9.9
M0076,DAN,VAS,11,0,0,1,0,6.9
M0076,FAB,VAS,27,0,0,0,0,6.1
M0076,FRE,VAS,25,0,0,0,0,9.2
M0076,GAR,FLA,82,0,0,0,0,8.6
M0076,ZIC,FLA,36,0,0,0,0,9.6
M0076,PEL,FLA,47,0,0,0,0,8.5
M0077,ZIC,FLA,37,1,0,0,0,6.8
M0077,PEL,FLA,86,0,1,0,0,9.9
M0077,GAR,FLA,7,0,0,0,0,7.2
M0078,ZIC,FLA,74,0,0,0,0,7.2
M0078,GAR,FLA,31,0,0,0,0,9.1
M0078,PEL,FLA,15,0,0,0,0,6.1
M0078,EVE,ATH,22,2,0,0,0,6.4
M0078,PED,ATH,57,0,0,0,0,7.7
M0078,CAL,ATH,7,0,0,0,0,7.3
M0079,ARR,BOT,2,0,0,0,0,8.8
M0079,HUL,BOT,83,0,0,0,0,6.6
M0079,GAB1,BOT,50,0,0,1,0,6.5
M0080,ALI,GRE,16,0,0,1,0,8.6
M0080,CAS,GRE,72,0,0,0,0,9.5
M0080,EDE,GRE,7,0,0,0,0,9.7
M0081,MIL,INT,12,1,0,0,0,6.2
M0081,TSI,INT,18,0,0,0,0,6.3
M0081,MAR,INT,4,0,0,0,0,6.0
M0081,DAN,VAS,67,0,0,0,0,8.2
M0081,FRE,VAS,6,0,1,0,0,10.0
M0081,FAB,VAS,82,0,0,0,0,7.6
M0082,HUL,BOT,25,0,0,0,0,7.3
M0082,ARR,BOT,18,0,0,0,0,8.1
M0082,GAB1,BOT,61,0,2,0,0,9.4
M0082,GAR,FLA,71,0,0,0,0,9.5
M0082,ZIC,FLA,56,0,0,0,0,9.4
M0082,PEL,FLA,58,0,0,0,0,7.2
M0083,KAK,SAN,15,0,0,0,0,8.2
M0083,BEB,SAN,29,2,0,0,0,6.3
M0083,SOC,SAN,25,0,0,0,0,8.5
M0084,PED,ATH,34,0,0,0,0,6.6
M0084,EVE,ATH,60,0,2,0,0,6.8
M0084,CAL,ATH,14,0,0,0,0,9.4
M0084,FAB,VAS,12,2,0,0,0,6.7
M0084,DAN,VAS,50,0,0,0,0,9.2
M0084,FRE,VAS,43,0,0,0,0,9.4
M0085,KAK,SAN,65,0,2,0,0,9.2
M0085,SOC,SAN,90,1,0,0,0,6.6
M0085,BEB,SAN,36,0,0,0,0,9.2
M0085,ALI,GRE,79,0,0,1,0,6.9
M0085,CAS,GRE,66,0,0,0,0,6.6
M0085,EDE,GRE,68,0,0,0,0,7.1
M0086,RCA,PAL,54,0,0,0,0,9.9
M0086,CAF,PAL,76,0,0,0,0,9.5
M0086,RIV,PAL,6,0,1,0,0,6.3
M0086,GAR,FLA,71,0,0,1,0,7.2
M0086,PEL,FLA,79,0,0,0,0,8.8
M0086,ZIC,FLA,86,0,1,0,0,8.2
M0087,PED,ATH,11,0,0,0,0,7.1
M0087,CAL,ATH,15,0,0,0,0,9.1
M0087,EVE,ATH,75,0,0,0,0,8.9
M0088,RAF,CRU,6,0,0,1,0,6.7
M0088,RIC,CRU,86,0,0,0,0,6.8
M0088,ANT,CRU,20,0,0,0,0,8.0
M0088,EVE,ATH,54,0,0,0,0,8.4
M0088,CAL,ATH,41,0,0,0,0,9.9
M0088,PED,ATH,63,0,0,0,0,6.7
M0089,MIL,INT,89,0,0,0,0,8.6
M0089,TSI,INT,63,0,0,0,0,6.6
M0089,MAR,INT,87,0,0,0,0,6.4
M0089,NAC,BAH,46,0,0,0,0,9.9
M0090,SOC,SAN,37,0,2,0,0,8.1
M0090,BEB,SAN,41,0,0,0,0,7.8
M0090,KAK,SAN,28,0,0,0,0,8.9
M0090,NAC,BAH,30,0,0,0,0,7.8
M0091,FRE,VAS,49,0,0,0,0,8.6
M0091,DAN,VAS,86,0,0,0,0,8.2
M0091,FAB,VAS,77,2,0,0,0,6.7
M0091,PEL,FLA,41,0,0,0,0,7.7
M0091,GAR,FLA,79,0,0,0,0,9.7
M0091,ZIC,FLA,84,0,1,0,0,6.8
M0092,CAS,GRE,18,0,0,0,0,9.6
M0092,EDE,GRE,50,0,0,0,0,7.5
M0092,ALI,GRE,76,0,0,0,0,8.9
M0092,FAB,VAS,9,0,0,0,0,8.0
M0092,FRE,VAS,34,0,0,0,0,5.7
M0092,DAN,VAS,53,0,0,0,0,8.4
M0094,GAB,CAM,40,0,0,0,0,8.2
M0094,BRU,CAM,53,0,2,0,0,9.9
M0094,LUC,CAM,23,0,0,0,0,5.8
M0095,TSI,INT,47,0,0,0,0,8.3
M0095,MIL,INT,39,0,0,0,0,7.8
M0095,MAR,INT,30,0,0,0,0,5.9
M0095,FAB,VAS,83,1,2,0,0,6.0
M0095,DAN,VAS,60,0,0,0,0,5.5
M0095,FRE,VAS,70,0,0,1,0,6.1
M0096,BEB,SAN,18,0,0,0,0,6.1
M0096,KAK,SAN,75,0,0,0,0,8.2
M0096,SOC,SAN,18,0,0,0,0,7.0
M0096,CAS,GRE,39,0,1,0,0,5.6
M0096,ALI,GRE,85,1,0,0,0,8.1
M0096,EDE,GRE,25,1,0,0,0,5.5
M0097,PEL,FLA,81,0,0,0,0,8.4
M0097,GAR,FLA,10,2,0,1,0,6.3
M0097,ZIC,FLA,20,2,2,0,0,7.8
M0097,NAC,BAH,44,0,0,0,0,6.0
M0098,RDG,COR,38,0,0,0,0,7.9
M0098,ROM,COR,25,0,0,0,0,9.6
M0098,RON,COR,25,0,0,0,0,7.6
M0098,PED,ATH,83,0,0,0,0,9.9
M0098,EVE,ATH,11,0,0,0,0,7.7
M0098,CAL,ATH,29,0,0,0,0,7.1
M0099,RIC,CRU,73,0,0,0,0,5.7
M0099,RAF,CRU,69,0,0,0,0,6.9
M0099,ANT,CRU,78,0,0,0,0,5.7
M0100,MIL,INT,89,0,0,0,0,6.1
M0100,MAR,INT,34,0,0,0,0,6.8
M0100,TSI,INT,22,1,2,1,0,6.9
M0101,ROD,SPF,77,1,0,0,0,6.3
M0101,VIN,SPF,73,2,0,0,0,6.8
M0101,NEY,SPF,38,0,0,0,0,8.5
M0101,FAB,VAS,41,0,0,0,0,9.9
M0101,DAN,VAS,67,0,0,0,0,6.7
M0101,FRE,VAS,24,2,0,0,0,8.5
M0102,RAF,CRU,61,0,0,0,0,5.6
M0102,ANT,CRU,52,0,0,0,0,7.6
M0102,RIC,CRU,78,0,0,0,0,9.8
M0102,GAB1,BOT,57,0,0,0,0,9.9
M0102,HUL,BOT,71,0,0,1,0,7.8
M0102,ARR,BOT,30,0,0,0,0,6.3
M0104,GAB1,BOT,16,0,1,1,0,8.4
M0104,HUL,BOT,62,0,0,0,0,6.2
M0104,ARR,BOT,33,0,0,0,0,5.8
M0105,RDG,COR,81,1,0,0,0,6.9
M0105,ROM,COR,79,0,0,0,0,9.2
M0105,RON,COR,47,1,0,0,0,5.9
M0105,PED,ATH,59,0,0,0,0,7.0
M0105,EVE,ATH,68,0,0,0,0,6.5
M0105,CAL,ATH,16,0,2,0,0,8.3
M0106,ROD,SPF,87,2,0,1,0,7.0
M0106,NEY,SPF,10,0,0,0,0,10.0
M0106,VIN,SPF,90,0,0,0,0,9.9
M0106,DUD,FLU,70,0,0,0,0,9.1
M0106,VEI,FLU,30,0,0,0,0,8.2
M0106,RON2,FLU,5,0,1,1,0,5.8
M0107,PEL,FLA,62,0,1,0,0,8.8
M0107,ZIC,FLA,79,0,0,0,0,8.1
M0107,GAR,FLA,4,2,0,1,0,7.8
M0107,GAB1,BOT,27,0,0,0,0,7.6
M0107,HUL,BOT,54,0,0,0,0,7.3
M0107,ARR,BOT,74,0,0,1,0,8.3
M0108,MIL,INT,72,2,0,0,0,5.5
M0108,MAR,INT,24,0,0,0,0,8.2
M0108,TSI,INT,38,0,0,0,0,6.6
M0108,CAL,ATH,33,0,0,0,0,5.8
M0108,EVE,ATH,82,0,0,0,0,9.7
M0108,PED,ATH,7,0,0,0,0,7.1
M0109,NAC,BAH,60,0,0,0,0,9.0
M0109,PED,ATH,51,0,0,0,0,5.8
M0109,EVE,ATH,70,0,0,0,0,5.8
M0109,CAL,ATH,19,0,0,0,0,5.9
M0110,CAF,PAL,30,0,0,0,0,8.6
M0110,RIV,PAL,72,0,0,1,0,6.7
M0110,RCA,PAL,72,0,0,0,0,8.1
M0111,CAF,PAL,83,0,0,0,0,9.3
M0111,RIV,PAL,16,0,2,0,0,8.9
M0111,RCA,PAL,63,0,0,0,0,8.1
M0112,BEB,SAN,25,0,2,0,0,7.6
M0112,KAK,SAN,84,0,0,0,0,7.3
M0112,SOC,SAN,9,0,0,0,0,8.8
M0113,ANT,CRU,25,0,0,0,0,7.1
M0113,RIC,CRU,29,0,0,0,0,8.5
M0113,RAF,CRU,80,0,0,0,0,5.6
M0113,PEL,FLA,72,0,0,0,0,7.2
M0113,ZIC,FLA,68,0,0,0,0,9.7
M0113,GAR,FLA,65,0,0,0,0,7.6
M0114,HUL,BOT,59,0,0,1,0,8.0
M0114,GAB1,BOT,3,0,0,0,0,9.3
M0114,ARR,BOT,49,0,0,0,0,6.7
M0114,RAF,CRU,72,0,0,0,0,7.4
M0114,ANT,CRU,13,0,0,0,0,8.6
M0114,RIC,CRU,72,0,0,0,0,7.0
M0115,NAC,BAH,19,0,0,0,0,7.7
M0115,MAR,INT,72,0,0,1,0,7.2
M0115,MIL,INT,22,1,0,0,0,9.0
M0115,TSI,INT,11,0,0,0,0,10.0
M0116,NEY,SPF,75,0,0,0,0,5.9
M0116,VIN,SPF,84,0,0,0,0,7.2
M0116,ROD,SPF,18,0,0,0,0,6.5
M0116,DAN,VAS,7,0,0,0,0,6.1
M0116,FAB,VAS,26,0,0,1,0,6.0
M0116,FRE,VAS,57,0,0,0,0,9.0
M0117,MAR,INT,2,1,0,0,0,6.1
M0117,MIL,INT,83,0,2,0,0,8.8
M0117,TSI,INT,6,0,0,1,0,8.9
M0118,ARR,BOT,3,0,0,0,0,5.7
M0118,HUL,BOT,57,0,0,0,0,7.8
M0118,GAB1,BOT,18,0,0,0,0,9.0
M0118,EDE,GRE,88,0,0,0,0,8.0
M0118,CAS,GRE,14,0,0,0,0,5.8
M0118,ALI,GRE,56,0,0,0,0,6.3
M0119,NAC,BAH,5,0,0,0,0,9.4
M0121,BRU,CAM,53,0,0,1,0,7.6
M0121,GAB,CAM,12,0,0,0,0,8.3
M0121,LUC,CAM,41,0,0,0,0,6.6
M0121,ANT,CRU,26,0,0,0,0,7.3
M0121,RIC,CRU,41,0,0,0,0,6.6
M0121,RAF,CRU,54,0,0,0,0,9.4
M0122,BEB,SAN,76,0,0,0,0,7.8
M0122,SOC,SAN,15,1,0,0,0,6.4
M0122,KAK,SAN,28,0,0,0,0,5.7
M0123,GAR,FLA,30,0,0,0,0,6.1
M0123,ZIC,FLA,82,0,0,0,0,8.2
M0123,PEL,FLA,18,0,0,0,0,6.2
M0126,ALI,GRE,10,0,0,0,0,8.6
M0126,CAS,GRE,20,0,0,0,0,5.9
M0126,EDE,GRE,20,2,0,0,0,9.8
M0126,DUD,FLU,84,0,0,0,0,7.9
M0126,VEI,FLU,49,0,0,0,0,8.7
M0126,RON2,FLU,27,2,0,0,0,5.6
M0127,RDG,COR,61,0,0,0,0,9.8
M0127,ROM,COR,71,1,0,0,0,9.0
M0127,RON,COR,77,0,0,0,0,8.6
M0127,LUC,CAM,42,0,0,0,0,9.9
M0127,GAB,CAM,48,0,0,0,0,9.6
M0127,BRU,CAM,49,0,0,0,1,8.6
M0128,PEL,FLA,55,0,0,0,0,9.1
M0128,ZIC,FLA,76,0,0,0,0,7.8
M0128,GAR,FLA,88,0,0,0,0,6.4
M0129,CAL,ATH,51,1,0,0,0,5.5
M0129,EVE,ATH,35,0,0,0,0,6.8
M0129,PED,ATH,33,0,0,1,0,9.1
M0130,ZIC,FLA,32,0,0,0,0,7.1
M0130,PEL,FLA,19,1,0,0,0,6.5
M0130,GAR,FLA,70,0,0,1,0,7.4
M0131,MAR,INT,12,0,0,0,0,8.7
M0131,TSI,INT,4,0,0,0,0,7.0
M0131,MIL,INT,73,0,0,0,0,6.9
